Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
France,2004,Hydro,80487.30,33914.57,9160522706.62,311500435,83581702980206.31,268929.88,20612.27,33487.34,28332.66,991790,0,3312544436.12,0,-9.73,1411.56,288.65,1.80,34.51,39.00,67.51,195.10,0.39,0.31,722341914.77,490353632.80,2.20,0,50.95,44.34,1,928,0.94,0,1,15.54,95.60,15.52,1,0.58,0.74,9.03,5.20,1.26,32.57,21.95,45.44,611,40,5074,168081,42.24,0,0
Australia,2020,Biomass,64826.38,46372.80,413571722.79,1385620520,175970049499734.84,130053.63,1321.45,57173.52,978615.50,742292,1,3396095479.69,0,8.44,2443.99,166.94,0.97,29.30,18.19,92.19,421.46,0.29,0.47,200858390.75,207487723.70,8.77,0,54.67,7.88,0,174,4.71,1,0,71.17,51.33,18.56,1,6.55,6.23,9.92,4.40,7.77,34.75,3.42,89.99,55,63,1300,270023,5.06,1,1
China,2007,Biomass,63615.02,6212.68,5418016851.29,692277040,196724017431570.09,139758.76,90131.43,32840.77,422558.21,834135,1,7306588277.51,1,-8.99,2890.63,247.69,2.92,4.58,35.57,28.79,757.63,0.69,0.05,4882404.97,744878616.01,6.06,1,25.60,3.04,1,676,5.02,0,1,67.90,45.28,29.81,1,1.56,4.82,8.07,6.03,1.53,53.26,10.04,35.84,783,59,7047,391001,82.31,1,1
France,2022,Geothermal,99171.15,16288.04,5602457175.34,1143305886,73502535703740.62,205209.39,90858.41,94133.26,736994.09,735536,1,5878470926.12,1,-2.02,1916.72,269.93,11.60,84.27,22.39,47.85,37.78,0.67,0.14,338528508.14,983352432.07,8.53,1,12.08,57.41,1,670,5.73,0,1,34.14,59.42,70.67,1,6.95,3.55,9.06,7.34,6.96,10.55,37.30,98.83,516,52,2691,20471,80.03,0,1
Germany,2009,Hydro,92906.98,41626.23,3400169255.81,1368116962,84888993305674.03,840740.14,94688.97,21272.53,737838.73,673544,0,8651024586.39,1,2.54,2654.43,221.26,1.82,49.55,64.43,17.47,487.74,0.01,0.50,858340638.62,70905054.19,4.28,1,41.15,71.19,0,830,3.56,0,0,62.37,12.99,87.71,0,1.59,7.69,7.10,3.36,9.46,77.41,81.70,67.13,684,42,8206,37565,40.32,1,0
India,2013,Hydro,5966.46,5377.63,1191721855.10,577736923,184836179897778.69,336166.32,99652.65,36802.78,270049.50,313190,0,8852917498.52,1,2.64,2871.20,156.49,12.87,27.54,21.29,20.50,356.80,0.51,0.16,446960261.60,508428816.46,6.39,1,67.62,14.45,1,40,7.96,0,0,44.08,86.91,30.26,1,0.77,8.18,6.16,1.77,7.77,77.62,87.82,2.99,24,15,933,50240,68.51,0,0
Russia,2012,Biomass,1789.22,22375.51,3756252042.71,1117734468,81867691216621.83,378391.41,94322.17,24006.30,718195.14,705459,0,882971023.44,0,31.34,2231.33,133.61,7.85,1.71,3.92,23.44,524.64,0.50,0.40,544148455.54,200089969.74,7.99,0,85.40,45.01,1,903,9.87,1,0,52.68,23.24,57.52,1,5.18,0.80,9.28,0.18,9.61,72.31,19.28,71.64,323,76,5605,289677,6.00,0,1
Germany,2009,Wind,83761.88,1229.64,365455333.05,243157026,71645481937488.23,685141.81,53110.82,52593.75,511305.37,836389,1,2973750580.60,1,22.16,2115.96,171.82,4.24,46.49,29.38,54.51,546.04,1.00,0.17,593532945.04,499960961.26,4.50,1,41.63,79.69,1,130,7.84,1,1,75.17,99.93,80.96,0,1.77,0.71,6.29,3.14,6.02,7.76,96.42,95.80,916,88,2783,48740,87.52,0,1
Brazil,2001,Wind,56404.93,19590.36,6949496692.55,388558675,9539149691566.72,669759.05,81420.97,36201.78,538398.67,185446,0,1788963315.76,0,8.93,2993.39,258.16,7.77,74.18,54.06,45.07,113.77,0.93,0.06,491602047.22,769002517.61,7.70,0,71.77,12.74,1,991,4.14,0,0,13.54,27.93,19.31,0,2.96,3.19,8.76,5.84,9.83,36.77,58.47,19.63,560,67,8216,959079,35.00,1,0
India,2017,Hydro,55128.59,45709.33,2920578934.05,815669253,116069982013839.70,485639.41,97410.36,92756.91,19266.65,511557,0,3137837803.71,1,4.14,436.79,180.86,9.59,38.51,55.41,1.52,825.28,0.41,0.31,269389303.23,156603493.21,7.67,0,80.40,66.91,1,349,0.64,1,1,47.62,69.82,27.09,0,6.00,7.02,7.40,1.35,4.62,96.01,29.90,68.57,601,82,5945,634183,90.79,0,1
India,2008,Solar,86177.44,34735.34,3874827344.36,1283302318,87758600331229.73,448254.12,25472.08,79224.69,564623.90,565655,0,8369998454.74,1,33.38,693.85,268.79,7.27,99.22,9.71,6.33,101.79,0.98,0.11,651486778.06,383923716.05,5.93,1,2.93,85.99,0,806,2.21,1,0,32.96,42.60,87.13,0,9.49,6.76,2.24,7.01,2.94,81.67,58.03,59.16,559,66,2823,300524,13.61,0,1
Canada,2014,Biomass,6453.09,16913.69,7292534732.75,193006091,178694320696745.09,699292.66,25856.89,81679.36,870283.10,939417,0,4206539515.63,0,6.72,2495.27,181.16,0.96,71.76,36.67,5.33,972.29,0.54,0.15,502274565.65,985092148.76,4.19,0,17.00,77.89,0,261,0.07,0,1,47.89,86.49,37.73,1,9.58,5.49,4.05,2.29,7.75,86.88,43.71,67.80,572,6,7480,46795,41.31,1,0
Russia,2018,Geothermal,49227.71,22628.28,6759448262.64,342819247,163245352944384.97,425957.09,33286.00,24952.08,546289.01,229468,1,3538737825.93,1,3.06,2502.94,211.22,3.53,44.74,21.25,73.36,23.84,0.77,0.42,903902031.75,788020406.87,7.96,1,68.26,48.90,1,383,2.16,1,0,69.86,16.21,76.67,0,9.85,0.38,3.51,2.44,5.09,21.13,29.19,17.96,687,11,18,909669,67.12,1,1
Russia,2021,Biomass,65570.89,18841.21,9373341207.45,397955173,76403630455943.38,933084.38,29461.93,82144.66,708720.85,663103,1,3427897523.81,1,8.11,1066.38,118.85,12.21,50.46,28.33,42.00,953.79,0.62,0.06,632332093.11,273915706.10,0.71,0,94.56,76.78,1,924,4.00,0,1,62.43,53.22,97.98,1,6.79,6.71,8.86,7.53,2.02,62.14,47.24,92.50,842,30,8236,943706,56.85,1,0
China,2001,Wind,20257.90,25029.89,3698334279.91,757105006,98994402554857.59,117603.43,33435.40,67617.43,407025.31,635109,0,3445761395.16,0,32.80,1551.66,246.69,4.71,81.66,60.24,65.65,961.99,0.45,0.21,171675987.27,810448701.95,6.83,1,75.44,17.06,1,597,2.38,1,0,22.04,18.28,1.26,0,6.43,2.56,9.87,8.21,7.41,29.29,74.55,66.72,477,33,7225,358073,0.19,1,1
Canada,2002,Geothermal,96663.09,28077.80,494425759.44,21900328,117910369904824.56,143007.36,39288.27,11362.94,518965.61,826255,0,4967004248.23,1,32.39,1718.10,241.35,1.33,47.43,97.89,30.83,259.42,0.63,0.16,540913764.51,417352866.38,5.44,0,75.59,24.47,1,878,2.11,0,0,34.02,33.76,88.36,1,8.08,3.35,4.24,3.42,5.06,11.26,40.65,41.03,972,97,1655,14034,77.50,1,1
France,2023,Geothermal,72358.10,18049.02,7751321375.70,350404495,622903837222.17,616900.18,64122.30,63675.20,462873.80,602539,1,7603314988.17,0,-7.71,626.90,112.91,14.39,89.30,36.51,82.58,178.49,0.49,0.12,244468887.78,514219504.60,1.05,0,18.32,3.30,0,832,2.29,0,0,46.94,4.54,15.07,0,3.03,0.43,0.53,1.61,6.05,21.84,51.66,34.86,549,78,707,749892,73.66,1,1
India,2012,Wind,25423.05,46536.89,2005033694.16,1014131977,191260914901728.59,389885.06,30164.66,49985.04,355591.84,42127,0,8272358356.34,1,1.70,1158.57,227.09,5.77,14.12,41.67,48.88,638.07,0.19,0.18,507428720.82,814584102.81,2.68,1,13.08,54.28,1,742,0.13,0,0,1.75,41.09,64.07,1,5.14,9.63,3.16,9.78,0.50,35.99,13.82,39.37,441,88,213,313370,78.44,0,0
Canada,2001,Geothermal,51201.06,882.97,7204146023.37,1300976836,39864282348039.46,99466.53,61138.45,28658.76,624846.60,625790,1,7208463837.45,1,18.37,2089.74,129.51,12.61,67.63,3.74,61.37,527.29,0.04,0.31,562292167.76,908289577.59,4.26,0,68.76,7.10,0,161,3.26,0,0,86.29,11.57,46.39,0,2.48,6.42,0.64,5.59,0.09,77.51,77.68,63.17,189,87,3420,708019,73.86,1,1
India,2001,Biomass,19781.80,43246.78,3276653340.69,21493495,14756305676071.97,287668.83,76584.61,84545.15,104238.26,138014,1,5232972417.43,1,32.59,2988.39,270.79,0.47,32.81,40.41,60.07,333.33,0.45,0.18,404687474.49,975897525.39,0.03,0,5.78,58.88,1,295,4.34,1,1,6.82,62.65,21.53,0,8.76,8.52,8.98,8.28,7.50,99.79,10.16,79.19,932,2,3451,984133,49.60,1,0
Brazil,2006,Geothermal,93695.64,48813.42,4512530779.34,1047607305,131053556563709.36,482295.77,33049.07,65772.71,565741.54,407162,1,6078619987.85,1,33.11,1072.77,251.12,2.10,43.65,16.77,9.02,606.42,0.25,0.39,682272821.02,255177518.36,1.29,1,27.70,82.57,1,237,3.54,1,1,94.54,15.60,49.96,0,4.14,1.52,1.46,2.14,8.61,35.22,4.54,35.45,841,29,8529,287558,5.20,1,1
Russia,2018,Geothermal,44800.79,6223.28,8207235171.14,1268070421,45867217056737.39,918905.66,41613.11,7198.87,808379.95,874544,0,3247241437.88,0,24.07,1239.13,199.09,0.84,53.15,3.25,59.22,340.60,0.14,0.23,177172733.44,851504437.87,0.03,0,96.34,38.74,1,536,0.82,1,0,73.39,36.43,13.45,1,8.88,2.57,4.05,4.67,8.31,21.39,14.03,27.01,284,39,6744,677289,59.39,0,0
Brazil,2023,Hydro,90384.33,31847.37,1682133513.16,1030303945,135892504888218.80,759581.97,55846.12,52750.61,346001.96,349738,0,2535642506.83,1,-1.61,658.04,119.95,13.58,0.67,67.14,77.85,521.15,0.10,0.34,126334102.55,951388655.89,8.35,1,41.21,54.42,1,840,6.28,0,0,14.65,79.60,2.68,1,2.24,1.40,1.26,7.36,4.71,50.21,93.54,62.98,160,28,8565,416036,51.62,1,1
Canada,2018,Hydro,98141.44,34543.01,2525496221.76,303202701,16295559919411.12,155673.40,37635.97,55949.56,720769.62,391958,1,4902626711.87,0,34.21,2838.32,112.94,10.81,30.80,97.77,82.53,1.05,0.48,0.16,27046983.29,712392236.96,6.51,1,61.20,65.57,1,870,6.60,1,0,74.19,31.37,87.61,0,2.07,6.91,3.65,1.85,8.50,92.13,50.06,63.19,612,73,9120,756742,72.13,1,1
Germany,2003,Hydro,48707.47,31814.45,2208248585.64,534644098,148682936221471.12,784278.74,4572.44,5377.25,918144.22,162155,1,5595426525.67,1,-9.01,1372.53,290.32,12.55,91.63,4.00,43.04,735.06,0.44,0.21,982436723.84,342051331.59,4.24,1,0.76,40.20,1,848,5.94,0,1,93.92,93.50,14.90,0,8.04,8.99,1.82,9.93,8.49,92.71,11.46,1.19,352,90,8143,21526,92.41,0,0
Russia,2018,Solar,41942.55,18067.85,9043695634.65,18863432,132602090490888.16,804430.03,52089.69,74409.81,675045.09,558120,1,4786743616.84,0,13.38,1303.52,122.61,3.14,66.13,55.28,70.11,971.59,0.72,0.33,962272556.48,817196149.03,5.07,1,55.54,93.64,0,931,1.86,0,0,45.09,73.60,57.11,0,7.23,0.94,6.32,2.44,0.35,61.46,28.64,65.51,843,51,2782,927561,58.59,0,1
France,2017,Wind,30824.65,36298.52,864455661.03,45731644,111727088552554.69,11155.14,91085.41,39459.47,952651.29,832722,1,5141007990.76,1,22.48,2977.18,298.68,8.39,80.62,53.41,46.96,800.13,0.31,0.20,36525657.11,74793453.96,8.01,0,44.17,59.19,0,595,4.87,0,0,73.74,57.93,42.74,0,5.81,7.93,2.22,2.97,5.22,38.94,77.22,77.44,873,44,9915,468649,40.60,1,1
Russia,2002,Hydro,33626.29,31803.73,1124989723.49,1285033538,2507053005449.08,899164.51,16582.46,17069.05,352790.06,340866,0,4725558182.15,0,1.51,809.76,220.66,1.79,78.06,11.15,88.63,32.72,0.46,0.27,653414154.20,759189763.67,8.32,1,95.36,34.64,0,541,1.37,1,0,21.38,71.56,81.29,1,5.21,0.65,3.51,7.57,9.47,76.77,7.77,83.60,185,90,7493,928162,20.22,0,1
India,2014,Solar,56260.08,38771.78,474499071.95,685826997,13889316351901.88,319201.54,47576.19,20247.97,361081.35,231336,1,5918476567.94,0,19.56,1492.61,126.39,3.20,65.72,68.42,97.51,42.73,0.90,0.22,498843623.03,631429810.76,6.74,1,74.90,46.12,1,942,2.76,0,1,13.48,22.27,0.16,1,4.98,0.62,8.02,1.56,5.45,90.87,69.45,70.96,894,12,7737,660636,33.52,1,0
Russia,2022,Hydro,22346.74,20191.55,3594189603.64,272065728,72683868081707.56,836768.38,86883.63,8581.45,318570.51,546387,0,3804643407.70,0,17.64,2627.07,119.71,4.40,1.83,30.37,56.53,419.29,0.19,0.38,408785320.41,312565123.22,5.10,0,23.96,50.69,0,829,3.38,1,1,54.45,36.45,28.97,1,0.45,8.59,6.82,1.46,3.77,80.80,51.56,28.03,899,31,2394,702156,13.35,0,0
China,2010,Biomass,51839.95,39136.91,787814441.13,123514566,106182226113728.38,134508.17,84861.81,95857.77,402397.77,290765,1,8947543336.72,0,10.16,2502.06,228.88,9.83,78.79,55.98,10.70,486.76,0.98,0.28,480905898.24,741307458.01,2.86,0,72.31,4.59,0,328,6.65,0,1,27.10,47.32,10.35,0,9.73,5.52,6.11,6.29,2.78,73.05,60.93,56.30,266,12,5138,977652,49.40,1,0
India,2010,Wind,3782.82,29537.90,5974605171.68,1211640055,102603653806408.16,471998.21,24110.87,6237.93,679418.06,808491,0,8364928750.38,0,33.66,2580.30,242.55,9.50,95.36,5.56,90.87,273.45,0.46,0.12,872309938.61,391754458.12,9.20,1,55.76,33.50,1,867,8.33,0,0,86.73,26.22,81.13,1,2.20,9.49,3.43,5.67,1.03,83.34,40.05,55.42,404,10,2624,522702,42.58,0,0
USA,2020,Biomass,2016.88,1409.73,8121393329.62,196283776,80688812339195.34,575817.55,73126.76,51586.22,593925.98,6378,1,1241189008.28,1,3.44,486.29,168.74,3.58,67.03,40.10,69.04,574.31,0.92,0.24,714156374.21,158512989.04,9.73,0,88.79,93.91,1,825,5.31,0,1,50.87,11.03,52.19,0,8.39,0.72,7.88,3.41,7.62,53.25,28.94,86.13,42,3,8813,159733,8.33,1,0
USA,2022,Solar,33851.85,27673.26,9513058417.57,7940294,176764147972608.12,763942.90,49028.20,85068.64,48682.14,56376,0,4661780477.88,1,31.52,1907.49,242.63,11.14,3.56,33.47,87.51,203.95,0.04,0.49,995103700.55,482125602.60,7.04,0,11.59,88.17,0,187,2.69,1,1,88.99,2.88,58.78,1,0.76,6.50,4.61,7.10,3.18,39.87,73.88,67.66,40,75,5709,451849,68.74,1,1
Germany,2014,Biomass,71993.88,47369.64,4348122244.05,1158139184,129030635297556.69,151237.76,25199.05,65758.58,572874.71,444051,0,3238816764.08,1,2.80,753.13,243.98,14.54,78.83,40.66,42.31,471.24,0.96,0.10,815206401.72,826536329.41,2.60,1,96.86,89.85,1,555,2.80,0,1,9.33,30.83,84.21,0,0.84,6.93,7.12,2.52,6.25,64.70,56.61,46.21,189,4,6562,518254,99.19,1,1
Germany,2005,Wind,70365.87,25576.88,9909486906.72,1357348361,14514954190674.72,95086.44,88757.50,45076.28,319883.85,296342,0,80352303.91,0,0.98,2525.19,120.08,9.48,77.93,64.65,86.55,720.77,0.08,0.47,656347915.70,515891930.80,3.60,1,96.67,51.09,0,219,5.94,0,0,75.81,96.80,93.32,0,0.06,6.07,5.64,6.43,6.44,87.89,76.13,8.91,653,92,3077,989916,90.34,0,0
India,2001,Wind,78480.84,6736.18,155699341.33,1150645705,181421303107693.03,62290.91,60042.63,96629.51,26585.68,602062,1,347132971.12,0,17.54,535.28,294.97,12.32,61.95,45.38,97.07,858.18,0.92,0.25,35367282.09,760007278.51,9.61,0,89.28,39.11,0,226,4.66,1,0,10.87,47.61,0.90,0,2.95,9.87,1.41,4.31,7.77,14.43,35.74,68.51,694,65,2802,302336,12.68,0,0
Brazil,2002,Wind,7848.32,35570.69,9938619520.34,905031936,21873045310997.30,59701.94,92330.00,13766.18,196744.24,958210,0,691345090.81,0,4.42,971.46,289.33,13.91,25.18,65.66,16.72,450.62,0.13,0.08,597624247.83,359584406.08,9.13,1,27.88,31.39,0,521,1.21,1,1,85.22,15.72,61.43,1,7.54,4.39,9.03,3.37,2.60,17.13,77.56,33.16,819,90,830,909415,5.99,0,0
Brazil,2003,Geothermal,53770.45,34773.45,2510469127.53,585325750,195505612728242.81,269717.77,45639.80,1472.56,408105.28,895867,1,5844092120.55,0,38.60,2020.70,204.97,8.35,68.17,87.30,77.99,954.24,0.87,0.36,224140843.11,529567939.41,3.91,0,46.72,7.98,1,370,7.90,0,0,90.74,96.52,1.32,0,2.59,8.18,4.65,7.27,9.66,12.54,14.30,9.43,989,72,6406,629285,68.45,0,0
Australia,2012,Geothermal,40707.46,39746.35,4490880772.17,395287916,179372282249405.97,571408.93,45947.58,26371.15,765061.09,870560,0,8965138483.68,0,-1.26,236.06,144.80,13.11,41.54,8.81,39.19,123.05,0.64,0.49,756524463.09,993588619.50,0.03,1,59.97,65.21,0,597,4.92,1,1,45.88,51.03,59.80,1,5.59,0.89,8.45,4.86,4.68,33.35,82.39,44.21,989,73,5361,357359,73.74,0,0
Germany,2015,Solar,29167.69,35187.06,8801013401.24,1374881359,183342542437639.47,752809.65,97932.87,37396.09,77329.76,627016,1,268453111.25,0,25.06,1316.36,201.90,8.63,42.76,32.73,77.18,281.49,0.58,0.40,5221885.61,701355053.56,9.00,1,1.33,60.36,0,360,3.18,0,0,47.40,77.68,79.59,1,5.63,6.78,8.76,7.29,1.94,12.19,48.59,27.30,597,53,2701,601173,21.66,1,1
Australia,2004,Geothermal,60887.52,9321.26,8882535248.65,1067625419,179399909123586.88,537620.55,8610.08,65133.06,832590.99,754042,1,4710225824.77,0,31.25,1714.41,271.22,2.18,45.64,95.79,74.91,614.03,0.50,0.14,571370976.38,652583278.48,7.89,1,75.32,46.74,0,715,6.95,1,1,95.89,21.68,13.34,0,4.41,4.13,8.81,9.53,7.71,90.63,32.86,2.82,393,66,317,284329,31.66,1,0
Germany,2008,Geothermal,16797.94,4223.49,6192629464.10,1438454077,65642297417912.09,26658.94,94481.07,42584.69,654951.25,417976,1,3421143240.89,0,33.35,2772.07,112.71,11.07,17.56,94.80,49.27,301.08,0.37,0.17,41121557.43,577534677.94,3.56,1,97.74,31.96,1,306,8.92,1,1,72.19,74.58,10.98,0,8.47,1.89,8.90,9.72,9.62,84.14,36.76,22.67,378,89,5277,196864,80.76,1,0
Germany,2009,Solar,5329.14,35151.62,4036431009.34,891971462,125258149941725.66,627147.28,43406.18,36364.65,935166.37,40955,1,9877745836.64,0,-1.47,481.06,159.35,3.90,37.99,31.54,6.66,476.95,0.73,0.16,880863273.85,767032439.23,8.20,1,66.26,3.03,0,130,9.33,1,0,75.40,75.58,53.80,1,6.98,8.80,5.54,5.32,2.64,72.10,89.48,88.83,77,62,2338,240417,77.65,1,0
France,2000,Wind,41553.64,37031.08,4944095096.58,523515210,131298370389045.80,416156.41,95883.93,84341.38,549105.36,937281,1,5156596035.12,1,-7.75,2740.28,268.45,9.90,35.11,94.49,79.23,730.78,0.79,0.21,25690967.11,74479413.68,4.03,0,70.04,7.62,0,203,8.40,1,0,48.03,77.42,70.72,1,6.03,8.70,3.73,6.14,3.04,91.82,78.65,0.94,347,20,7034,576122,45.10,0,0
Japan,2023,Solar,31038.79,41579.35,6497451422.41,334109135,171033374315944.88,782740.26,12170.07,94369.75,548137.62,780614,1,7889794115.03,0,18.98,698.66,241.30,3.65,55.91,18.93,20.14,363.22,0.34,0.23,668129343.55,72326992.24,7.28,0,36.52,67.28,0,488,4.39,1,1,96.39,45.06,94.46,1,2.17,5.64,7.28,1.51,9.22,51.88,44.53,64.72,877,4,4262,250645,70.91,1,0
France,2015,Hydro,60449.79,19261.95,5000630709.58,1414964086,166163496502397.22,845112.69,23048.59,35249.91,671418.24,990592,0,9678845403.44,0,24.53,430.32,265.77,3.23,19.09,23.69,68.10,16.43,0.04,0.41,755854108.92,345889788.02,6.03,0,39.22,6.05,1,840,2.85,1,0,58.13,38.71,31.58,0,4.32,2.00,4.32,9.11,4.79,95.51,68.94,44.92,310,85,9425,87592,17.46,1,0
Brazil,2021,Geothermal,76496.98,25607.26,6551275132.92,639283602,20174667871434.22,644945.26,26334.14,12411.75,251025.32,347941,1,1538547193.89,1,35.48,132.15,248.11,11.83,99.01,7.45,82.58,96.05,0.68,0.49,769598116.72,695050694.61,4.03,0,55.41,73.87,0,709,0.07,0,0,27.95,24.25,93.07,0,3.38,5.79,0.22,0.06,1.95,39.48,58.40,84.54,766,11,9578,843700,63.93,1,0
China,2017,Wind,23202.87,39789.50,4221217088.69,190249038,18583696788948.45,110779.89,95941.84,43014.22,70837.98,796805,1,8793447164.69,0,21.31,680.29,180.63,4.64,2.86,67.46,57.93,723.34,0.23,0.21,739404620.27,160942087.43,3.32,1,12.30,48.18,1,627,1.33,0,0,42.70,28.76,52.62,1,0.33,6.90,2.35,0.58,2.92,96.06,49.41,56.82,108,25,8714,608799,63.47,0,0
France,2021,Hydro,24540.25,41163.79,9652646896.78,1262005657,70406450012859.48,870539.16,22462.97,16967.39,778405.12,577633,1,5194500779.90,1,36.55,2656.97,166.54,2.21,26.01,8.52,57.89,758.72,1.00,0.26,973406936.62,563117956.64,8.53,1,77.86,81.44,1,704,0.65,0,0,11.64,72.05,97.37,0,8.61,4.91,1.72,8.05,9.23,42.72,58.76,90.30,559,86,8786,326054,28.94,0,1
Germany,2016,Solar,78694.07,28881.68,617372647.70,1494059848,32169762581227.57,817225.03,83022.75,19545.89,244651.00,497256,0,4243212107.90,0,16.76,439.24,194.32,5.18,19.27,67.09,88.14,704.50,0.81,0.28,634032925.99,347821023.56,3.82,1,47.64,63.49,1,496,9.98,1,1,55.08,55.18,90.71,0,2.02,9.38,0.39,9.89,7.45,88.80,17.23,21.81,879,23,5458,104813,21.28,1,1
Germany,2008,Wind,37036.17,48597.88,8294915907.52,645740857,138567213135698.48,907201.71,43539.08,39921.57,213294.11,597893,1,822219183.87,1,17.87,181.64,292.69,5.71,78.76,50.12,18.86,25.14,0.11,0.16,997180625.59,431496084.64,4.54,1,52.44,37.89,1,117,7.28,0,0,82.53,33.71,48.25,0,5.13,5.84,7.60,3.87,4.98,81.23,98.19,97.09,210,83,1570,807075,16.98,1,1
Japan,2016,Biomass,61591.59,8989.19,4627916153.43,1008005762,171796470390164.91,287665.97,97989.59,65759.19,557404.58,569145,0,3343463225.37,1,18.32,2364.28,281.16,13.76,76.74,63.09,69.66,852.40,0.71,0.41,435796744.27,971160045.17,3.04,0,21.68,80.31,0,90,5.90,0,1,73.44,39.08,25.38,0,7.43,6.73,2.26,4.36,0.58,80.52,89.63,5.39,660,84,6802,178748,8.85,0,0
France,2000,Wind,37182.66,1227.87,5796309684.07,4281459,91506025978673.52,118719.53,98030.88,27784.56,935098.99,883303,1,6632285902.92,0,8.72,1352.96,187.85,14.76,72.80,0.12,63.91,436.11,0.44,0.40,922911927.97,97470761.32,5.46,1,21.50,22.49,0,543,1.88,1,1,72.71,59.04,60.64,0,8.76,7.47,2.61,4.61,1.32,18.75,33.73,66.35,168,77,9871,748955,94.15,0,0
France,2022,Hydro,92816.35,48959.55,634975347.17,799164006,82119839648491.83,788782.72,7952.76,40029.53,152520.01,65651,1,7598318683.05,0,4.98,1630.63,129.13,9.22,76.05,55.00,53.56,263.45,0.54,0.15,346624918.26,393036502.45,1.09,0,81.66,40.72,0,807,5.63,1,0,40.72,97.66,27.29,1,1.25,4.04,4.92,3.72,1.34,67.32,45.18,80.26,736,86,2139,828843,47.13,1,0
Japan,2017,Hydro,44713.62,39937.98,3813639207.69,1373051594,166112346792126.88,358789.75,7444.46,90012.56,57245.55,171157,1,5907855615.52,0,37.33,2968.85,115.90,11.14,4.98,64.11,52.76,295.53,0.56,0.25,416903300.77,254019732.93,0.02,0,37.92,67.24,0,323,1.31,0,1,46.63,0.94,5.03,1,4.54,7.97,8.69,4.63,9.98,16.99,38.10,2.36,725,44,4883,759086,9.84,0,1
Japan,2014,Geothermal,19358.19,37782.51,1606295214.78,504335995,27831023228256.23,949604.61,98477.57,50450.89,422361.22,993024,1,3315361059.33,0,33.01,737.60,179.21,11.51,62.79,63.33,65.24,626.25,0.63,0.07,282582054.16,791894320.66,1.72,1,22.47,62.62,1,405,5.80,1,0,64.37,52.68,53.92,0,6.34,1.48,2.33,8.37,5.65,91.85,19.69,90.72,998,0,4488,851169,30.04,1,0
Canada,2004,Wind,72411.58,15018.28,6096467846.85,650835948,39243279923889.29,156363.95,19755.09,78437.17,178032.80,211404,1,3002497355.91,1,5.02,1919.48,105.19,4.59,76.16,22.64,24.05,608.04,0.20,0.12,143450279.28,156908563.56,6.24,0,26.96,31.82,0,340,1.83,1,0,12.56,16.63,30.89,1,6.78,6.07,6.12,9.72,2.44,49.70,34.90,15.86,588,86,5366,433325,43.45,1,1
Brazil,2009,Solar,1087.25,30299.41,4686346730.35,932729473,153961955409464.28,940709.33,99651.27,22056.05,548844.52,433483,0,9648434740.90,0,-6.26,1591.17,253.83,13.36,64.52,39.39,79.03,980.01,0.85,0.07,114403024.65,486123276.82,8.63,1,94.19,26.46,1,60,9.06,1,0,69.27,97.95,0.01,0,8.40,2.39,5.98,4.56,5.37,41.93,77.16,3.65,492,58,7437,877927,36.86,1,0
Brazil,2015,Hydro,89157.12,38813.15,3539832024.01,783884482,52431652819635.87,535211.76,49954.82,84525.87,382920.92,534049,0,213808230.63,1,26.96,1697.84,235.04,6.60,87.62,72.86,31.67,972.55,0.67,0.14,499097201.65,863759750.56,0.26,0,84.48,91.06,0,10,1.11,1,1,62.27,95.17,87.29,1,3.64,4.77,7.94,7.39,9.72,20.65,72.31,14.30,105,11,6290,614221,12.60,0,0
Russia,2017,Solar,42287.86,23369.27,2910853421.65,208027039,177664757899533.78,711518.52,19128.03,66066.22,952003.16,744729,0,9904569944.85,0,21.89,1019.29,213.92,9.82,66.05,95.64,97.24,610.87,0.14,0.12,64490338.71,222020834.77,3.17,1,47.49,75.06,0,360,9.87,0,1,70.41,52.42,15.36,0,5.13,2.32,6.02,1.42,0.75,78.72,11.96,29.54,275,84,6596,603706,27.59,0,0
Germany,2005,Solar,31484.05,19026.15,3879186749.84,605875088,69971580489295.60,898209.57,76541.98,22011.58,391142.29,277566,1,749174409.76,0,-3.05,1465.61,219.90,1.62,7.63,71.93,5.16,826.28,0.55,0.11,943564042.11,934373718.62,4.78,1,99.92,15.57,1,20,6.65,0,1,5.67,0.87,40.28,1,0.83,4.82,8.17,3.93,2.95,55.31,25.13,36.69,405,8,824,933236,0.42,0,0
